Text,Top1_Emotion,Top1_Probability,Top2_Emotion,Top2_Probability
" 아유 아니에요.  걔가 유별나서 발자국 소리 하나에도 예민해서 그래요.  저희는 전-혀 신경도 안 써요. 아, 어제 애기가 놀러왔었나봐요?",0,0.4322300851345062,6,0.2791304886341095
네. 저는 키 190까지 클거에요!,5,0.6431654095649719,4,0.31686827540397644
"그래, 얼마면 되는데?",4,0.9354378581047058,5,0.0348721519112587
"할머니, 평소에 꿈 같은 거 자주 꿔?",4,0.9173521995544434,5,0.04281647503376007
나가서 먹어! 꼴도 보기 싫으니까.,6,0.5650522112846375,2,0.22174052894115448
역 안에 사람 한 명도 남겨두지 말래요.,4,0.4346849322319031,6,0.268991082906723
아니. 생각보다 다들 잘 모르길래. 미안 미안.,3,0.9107822775840759,0,0.02052995376288891
치킨? 갑자기 무슨 치킨이야.,0,0.4471306800842285,6,0.27047887444496155
누나는? 누나도 인기 많았지?,4,0.7750635147094727,5,0.1654481440782547
맞아. 뭔가 좀 축 쳐지지.,6,0.47273287177085876,3,0.17874307930469513
공부 열심히 해서 로스쿨 가면 되지.,4,0.8942917585372925,5,0.0630216896533966
나는 뭐. 감자전 그런 거 있으면 좋지.,4,0.6419191360473633,5,0.30683016777038574
무서워서요?,0,0.45418041944503784,4,0.42539510130882263
벌써 시간이 그렇게 됐나..?,1,0.8020358681678772,0,0.11463315039873123
그렇긴 하지. 나도 어릴 때 종숙이 아줌마 좋아했었는데…,3,0.8457238674163818,4,0.04618598893284798
뭐 어때. 다들 들고 다니는데!,4,0.9215162992477417,5,0.04995366558432579
하여튼 희진이가 괜찮다고 하길래 사온거에요.,4,0.9297778010368347,5,0.029010571539402008
그래? 난 회사 들어갔을 때 이제야 정신차리나 했구만,4,0.6498855352401733,0,0.13537010550498962
"에이, 안 혼나. 코인노래방까지 뛰어가면 5분 밖에 안걸리잖아 집에서.",4,0.6784583330154419,0,0.17727430164813995
삽화? 알았어. 그거는 인정.,4,0.9076940417289734,0,0.030707690864801407
내가 한 번 가서 보고 올까? 1층 가서.,4,0.9311600923538208,5,0.035719361156225204
아니야 니 기억이 맞겠지. 설마 없던 얘기겠어?,4,0.6898156404495239,0,0.23867207765579224
왔냐? 별 일 아니야. 그냥 나이가 이럴 나이가 된 것 같다.,3,0.836091935634613,0,0.06516848504543304
너 설마 윤아 좋아했냐?,4,0.8089896440505981,0,0.08037222176790237
오는 길에 만수 아저씨 만났어요.,4,0.9045636653900146,5,0.06270481646060944
" 엄마랑 아빠는 너만 좋아했으면 좋겠는데, 동생은 갖고 싶어?",4,0.6673365831375122,3,0.16870205104351044
아무튼 이거 나 줘.,4,0.9277986288070679,5,0.02551867999136448
남자가 입기도 괜찮을까요?,0,0.7701787352561951,4,0.09482041746377945
"네. 아직까지는 뭐가 뭔지 잘 모르겠어요.       근데 제가 장이 워낙 안 좋아서, 그게 힘들어요.",3,0.9093846678733826,0,0.021234380081295967
아 진짜 미치겠네. 진짜로 아니라니까요?,2,0.5769345164299011,0,0.16253238916397095
보니까 내가 생각보다 주식에 재능이 있는 것 같더라고. 	그래서 모아둔 돈 좀 불릴 겸 해서…,3,0.8244935870170593,0,0.07566999644041061
왜 싫어?,4,0.4861176311969757,0,0.2642157971858978
그치… 하 근데 할 게 너무 많아. 어제 그냥 자버린 나를 존나 쎄게 때리고 싶다.,2,0.4249866306781769,6,0.35828354954719543
"그런가. 그래도, 세트장이라, 해는 안 들어서 다행이지 뭐.",4,0.8038125038146973,5,0.11710445582866669
아이고 가 대학 정도면 과분하지요. 근데 세영이놈이 그 정도 대학을 갈 수 있을런지.,0,0.31695517897605896,3,0.21294714510440826
차라리 망가졌으면 좋겠다. 이 고물덩어리!,6,0.5372507572174072,2,0.25284433364868164
샴푸 냄새도 나는데 할머니한테서만 나는 살 냄새가 있어.,6,0.5228368043899536,0,0.19438058137893677
그래도 이건 안돼!,6,0.6566863059997559,2,0.18767884373664856
"너는 이제 곧 성인이라서 살아봤자, 그 기간도 얼마 안 돼.",4,0.911514937877655,5,0.027260959148406982
"아아!   삼정그룹 접수 마감날이네, 내일.",1,0.8036123514175415,4,0.07242535054683685
"야, 이 정도면 엄청 예쁜거지. 몸매들 좀 봐.        어쩜 저렇게 하늘~하늘해? 꼭 인형 같다. 그치?",5,0.8798688650131226,1,0.06653650850057602
그럴까? 우리 아파트도 20년 넘도록 상하수도관을 교체하지 않아서 녹물이 있긴 할거 같아.,0,0.7381300330162048,4,0.1069110855460167
어제 저희 엄마도 가입하셨거든요.,4,0.8345690965652466,5,0.12347324937582016
근데 얼굴 또 바뀌어. 너 어렸을 때는 아버지 판박이었잖아.        너 데리고 나가면 동네 어른들이 다 아버지 아들 아니냐고 그랬었잖아.,3,0.34414780139923096,4,0.22833245992660522
한 삼십분 정도?,4,0.9366803765296936,0,0.019437668845057487
우리 딸이 인생에 대해 알아가는 중이구나. 너는 인생이 의미가 없다고 생각해?,1,0.5121702551841736,4,0.30325499176979065
하… 진짜 힘들겠다. 갑자기 고3이라니… 아무튼 알았어..,3,0.8926846981048584,0,0.03846425563097
봤죠. 와 진짜 미치는 줄 알았어요.,1,0.8253729939460754,0,0.10326750576496124
 휴우…,3,0.795953094959259,6,0.08374709635972977
제대로 안 구른 사람?,4,0.3936130702495575,1,0.3512018024921417
엄마는 그 형 안보고싶어?,4,0.8168721795082092,5,0.10399957746267319
"아니에요. 처음 들어봐요. 그냥 기억해 뒀다가, 검색해보려고… 제가 좀 오바 했죠?",0,0.4963383674621582,6,0.22108502686023712
"어머… 남의 일인 줄만 알았는데, 우리 아파트에서도 그런 일이 있었다니.. 이거, 가만히 있으면 안 되는 거 않예요?",0,0.8081510066986084,3,0.04410766065120697
언니한테 배웠지 누구한테 배워.,4,0.9264834523200989,5,0.024572450667619705
책에 나오는데 얼굴도 모르면서 뭐가 잘생겼대.,0,0.5353512167930603,4,0.19007882475852966
그러니까. 우리 어릴 땐 삼한사온이 정확했는데.,4,0.9043172001838684,0,0.03825913369655609
처음엔 억지로 한거 맞지.,6,0.672791600227356,2,0.11932384967803955
제가 답답해서 그래요. 답답해서. 어른들은 왜 애들 말을 듣지를 않아요?,6,0.5452200770378113,0,0.14935815334320068
아 맞다 맞다 호랑이띠. 잠시 헷갈렸어요.  띠에 해박하시네. 자축인묘 뭐 그런 거 다 외우고 계시나?,4,0.46318092942237854,0,0.40706712007522583
네…. 알았어요. 저도 그런 생각 안 할게요.,4,0.6984098553657532,5,0.19559048116207123
집 보러 오셨어요? 아니면 상가?,4,0.9297642111778259,0,0.025409068912267685
남? 엄마랑 아빠랑 남이야?,1,0.6417790651321411,0,0.2124229520559311
아.. 그냥 까먹은거야.,0,0.48346182703971863,6,0.2016926258802414
그럼 발레리나라고 쓰면 되겠네!,4,0.8533016443252563,5,0.11192310601472855
고상하게 생긴 사람들 중엔 제일 드셀거야.,6,0.43413498997688293,4,0.18517759442329407
"아니, 한 달만에 나가라는게 말이 돼?",0,0.661047637462616,6,0.11527297645807266
이별을 선물로 주는 것도 나쁘지 않네.,4,0.7767013311386108,5,0.18172283470630646
" 아, 피곤해.",4,0.7307639122009277,6,0.10114236176013947
아빠도 배우면 금방 해~,5,0.7299114465713501,4,0.2196444422006607
잘 한다고 한 게 이거니? 니가 싼 똥은 니가 치워야 될 거 아냐!,2,0.5970773696899414,6,0.18812640011310577
진희 나가서 산지 얼마나 됐지?,4,0.8741263151168823,5,0.06418013572692871
아무 집이나 들어가서. 목마른데 물 좀 주세요~ 그러면 다들 줬어.,4,0.4615299105644226,5,0.42707332968711853
너는 학생이니까 뭐. 한 10만원이면 되겠지.,4,0.9447097778320312,5,0.020106308162212372
어.  민호는 아저씨가 제일 안 좋아??,3,0.5809118151664734,6,0.14584439992904663
누나가? 왜?,4,0.5639559030532837,1,0.3103635311126709
제발 좀 밤에는 조용히 해달라고요. 아파트 혼자 사시는 거 아니잖아요?,2,0.5461739897727966,6,0.245407372713089
순대 어때?,4,0.9298517107963562,5,0.040094099938869476
"그러고보니까, 너 떡도 안먹지?",4,0.945184588432312,5,0.020570578053593636
바로 근처 나라는 어때. 그 쪽이 요즘 패키지가 싸게 나오던데.,4,0.9155738949775696,5,0.03712083026766777
가끔 메일 주소 실수하는 경우가 있더라구요.,4,0.7099944949150085,3,0.12213572859764099
다음 예약은 똑같이 수요일 네 시로 할까요?,4,0.9269887804985046,5,0.024910781532526016
헐 진짜? 누군데 누군데.,1,0.8753871917724609,0,0.0673101544380188
대출 받아 임마. 대출 받으면 되지. 햇살론 이런거.,4,0.8927635550498962,5,0.0687151849269867
또 그런 문제가 있구만. 그래서 어떻게 하려고?,4,0.6503327488899231,0,0.21058033406734467
힙합 하는 사람 같아요.,4,0.9115263819694519,5,0.05672674626111984
"헐 대박. 어떻게 라이벌을 좋아해?        맨날 너보다 공부도 잘했다며.        나 같으면, 더 미워했을 거 같은데.",1,0.8927845358848572,5,0.03656339272856712
"저 오늘, 여기 공원에서 할아버지들을 인터뷰하러 왔어요.",4,0.8896690011024475,5,0.07917249947786331
미안해요. 내가 너무 바빠서. 다음부터 조심히 둘게요.,3,0.9057790040969849,4,0.0268283449113369
에휴.. 이게 또.. 이상한 일인데.. 신도림이나 강변같이 대리점이 몰려있는 곳에 가야 더 저렴해.. 아니면 곳곳에 숨어있는 대리점을.. 뭐.. 거의 아는 사람만 아는데라고 보면 되는데. 그런 곳을 찾아가야 저렴해.,0,0.5005252361297607,4,0.2759210765361786
"응 나도 그럴 줄 알았는데, 막상 상담하러 가니까 너무 시설이 좋더라고. 선생님도 너무 친절하구.",5,0.8933417797088623,4,0.068574920296669
당신 경찰이에요? 아님 환경미화원이에요? 뭘 신경을 쓰고 그러세요.,2,0.5103343725204468,6,0.1855810433626175
그랬구나.. 나도 어릴 때 할머니네 가면 그랬는데.. 그립다.,5,0.8698059916496277,1,0.06055145710706711
조금만 참아봐. 10시까지 오신댔어.,4,0.9066655039787292,6,0.025453094393014908
"그래. 그, 돌잔치를 어디서 하는데?",4,0.9291852116584778,5,0.03971722722053528
뭘 솔직히 말해? 난 여태 거짓말 한거 없어,0,0.7260546088218689,6,0.07747688889503479
지금쯤 샀어야지. 주식은 떨어질 때 사는게 기본이잖아. 내가 그 타이밍까지 어떻게 말해주냐.,2,0.2993341386318207,6,0.2449565827846527
그러니까 조금만 참자.,4,0.9220854640007019,3,0.02063639834523201
고모 동그랑땡도 맛있긴 해.,5,0.7621674537658691,4,0.19625389575958252
아니? 너가 준 거 아니야?,0,0.49897322058677673,1,0.3672580420970917
너 학생증 같은거 있지? 그거 내놔봐.,4,0.8640150427818298,0,0.0741414800286293
반석아파트 CCTV 돌려보고 왔다.,4,0.9415249824523926,0,0.02220374159514904
그래. 뭐 나야 기름 값 좀 더 들겠지만. 너네 동네에서 자주 보자.,4,0.943374514579773,5,0.02277432195842266
그럼 퇴근하고 같이 저녁 먹으러 갈래?,4,0.7232827544212341,5,0.23402684926986694
 영화관…? 야 그래도 너 영화 보는 건 좋아하잖아. 여자친구랑 영화 본다면 뭘 볼 거 같냐?,4,0.8429667353630066,5,0.10749264806509018
죄송합니다. 입이 열 개라도 할 말이 없습니다.,3,0.8894986510276794,6,0.028499728068709373
참나. 내가 나빴지. 내가 나빴어.,6,0.4997645616531372,7,0.16545982658863068
하여튼 저 성질머리 하고는.,6,0.6535216569900513,0,0.10312049835920334
"아니, 됐다니까 얘! 왜 자꾸 먼저 사과하래?",6,0.45485228300094604,2,0.36440402269363403
좋아. 그 정도면 덥지도 않고 좋겠다. 내가 김밥 사갈게.,5,0.8689349889755249,4,0.07465121150016785
저야 뭐 맨날 그렇죠.,4,0.9344809055328369,0,0.0273861326277256
"아니, 내가 볼 때마다 하는 것 같은데? 이거 엄마도 아나?",4,0.436377614736557,0,0.3341587781906128
어. 앞으로도 지금만 같았으면 좋겠어. 엄마랑 나랑 아빠랑. 이렇게 세 사람 건강하게. 큰 욕심 내지 않으면서.,5,0.6356809139251709,4,0.24119362235069275
동생... 음... 아직 올려면 멀은 거 같은데...,0,0.7001568078994751,4,0.13251052796840668
응. 이모가 애기가 태어날 때 꾸는 꿈이랬는데.,4,0.923052191734314,5,0.04030591994524002
할아버지. 무슨 일 있으세요?,0,0.42302876710891724,1,0.2808590233325958
사람 많던 가요?,4,0.9289329051971436,0,0.02377410978078842
돈??? 왜?? 돈 필요한 일이 생겼어??	 부모님이 용돈 주시지 않아?,0,0.743145763874054,1,0.11247551441192627
 윤성이… 세상을 진짜 모르는구나?,0,0.5292250514030457,3,0.26955705881118774
그래. 그래도 이제 다 컸네.,3,0.5234845876693726,5,0.29387930035591125
너는 내가 좋은 얘기를 해주면 좀 들으면 안 되냐.,4,0.8916266560554504,0,0.03698490560054779
"그러게. 선거운동 한다고 트럭이 돌아다니는데, 시끄러워 죽겠어.",6,0.6284183263778687,2,0.1281411200761795
네!,4,0.9121913313865662,5,0.052151408046483994
저번에 맥버리아에 갔더니.. 어떤 노부부가 햄버거를 못 사고 그냥 나가더라고..,3,0.7719379663467407,0,0.10046438127756119
아 이거 누르면 되겠다!,5,0.5055806040763855,4,0.45720434188842773
응. 그래서 다같이 수지한테 편지 썼어.,4,0.905781090259552,5,0.060418903827667236
아니 똑같은 말도 좀 다정하게 하면 안돼?,4,0.9142609238624573,0,0.02576281502842903
명준이 너 어제 예은이랑 데이트하고 오지 않았어? 둘이 싸움?,4,0.8773648142814636,5,0.04213781654834747
"아,아니야. 무슨 소리 하는 거야? 나 힘세.",2,0.5638567209243774,6,0.15169014036655426
요즘 과대 포장이 문제라더니.. 마트에서 배송 시키면 너무 포장을 많이 해서 갖다주더라.,4,0.5921055674552917,0,0.17803145945072174
왜 자꾸 쩝쩝 대시냐구요! 꼭 제가 이렇게 싫다고 소리내 말해야 알아 들으시겠어요? 몇 번이나 눈치 드렸잖아요.,2,0.3896617293357849,6,0.3605765402317047
"오늘 엄마 아빠 늦는다고 하니까, 너 먹고 싶은 거 내가 사줄게. 아무거나 말해봐.",4,0.8335956335067749,5,0.1107587143778801
그래. 나 막가파다. 어쩔래.,5,0.9256834387779236,4,0.025455819442868233
"에이, 현우가 고모 갈비 먹고 싶다고 그래서 	고모가 특별히 갈비 해온 거였는데, 그건 별로 맛이 없었어?",3,0.877642035484314,0,0.0384787954390049
 어머 어쩌다 이렇게 되셨어요?,1,0.8997868895530701,0,0.047696441411972046
네. 엄청 빠른거죠?,1,0.6483205556869507,4,0.15449389815330505
그럼 그만두고 감독으로 바꾸신 거에요?,4,0.9294288158416748,0,0.028873499482870102
너 다신 내 가게에 얼씬도 하지마! 이 근처 왔다 갔다 하지마!,6,0.43264591693878174,2,0.37975141406059265
이것도 안된다… 저것도 안된다… 그러다가 한참이나 비싼 요리를 권하질 않나… 진짜 여기 신고해야 되는거 아니에요?!,2,0.33953234553337097,6,0.3311097323894501
아이고. 너무 속상하셨겠어요.,3,0.9114517569541931,5,0.018476683646440506
그러게. 슬프다.,3,0.909135103225708,0,0.02015813998878002
뭐? 그럼 내가 술 먹는 걸 전국민한테 공개하라는 거야? 제정신이야? 부끄러워서 어떻게 그래?,0,0.47541260719299316,2,0.27127739787101746
니가 뭘 알아! 넌 어리니까 아직 내 맘을 몰라.. 나 이제 어떡해..,0,0.50359046459198,3,0.2898685038089752
그래도. 재미 있을 거 같아. 사람들도 많이 만나고. 까페에서 일하면 거기 음식도 막 먹을 수 있잖아.,5,0.8758804202079773,4,0.08756135404109955
"삼백 포기요? 어머, 사모님 손도 크셔라.",1,0.8250554203987122,5,0.09390833228826523
맞아. 나리야 고마워.,5,0.9345217943191528,1,0.01564655639231205
저번에 그러더라고. 방배동 집을 팔아서라도 	자기 공부를 시켜주지 왜 안 시켜줬냐고.,4,0.6590150594711304,6,0.09590499103069305
" 고주망태구만, 고주망태야.",2,0.4135031998157501,6,0.33192509412765503
말하면… 화낼 거지?,6,0.4176451861858368,0,0.32311704754829407
안돼! 더럽잖아.,6,0.621253490447998,2,0.1968865692615509
아 심심해.,3,0.6676834225654602,6,0.11934158205986023
주말에… 마감해야 할 원고도 있고… 돌아가서 고양이 밥도 챙겨줘야 하고요. 죄송해요. 다음에 와서 마실게요. 다음에.,3,0.9019086360931396,4,0.028553757816553116
"너는 중요한 일 있을 때마다 나한테 일일이 얘기한 것처럼 말한다?           너 대학 다닐 때 휴학하고 나서 통보하고, 그러지 않았냐?",2,0.6663968563079834,6,0.09870371222496033
"토, 일 다 되세요?",4,0.9348962306976318,5,0.02046339586377144
"네. 퇴근 하자마자 왔어요. 	원래도 사람 많기는 한데, 오늘 지하철에 사람이 왜 이렇게 많은지.",3,0.40789124369621277,0,0.36549824476242065
 아 맞네요 죄송합니다.,3,0.9082653522491455,0,0.025626784190535545
후… 알았어. 믿어 줄게.,4,0.6409477591514587,5,0.24383535981178284
혹시 약간 웃는건지 우는건지 구분이 잘 안 갔어요?,4,0.8134756684303284,0,0.11742222309112549
"그만큼 좋은 자리라, 이거지. 이 사람이 진짜 괜찮아. 너 진짜 생각없어?",5,0.47889530658721924,4,0.4641525149345398
아빠가 뭐가 질투가 많아!,6,0.3448246121406555,0,0.26022472977638245
내가 배가 나올 줄은 진짜 상상도 못했다.,1,0.7144154906272888,0,0.1314094066619873
"제가 집이 바로 근처라서, 가까운 곳에서 일 잡으려다 보니까 이 곳에서 일 시작하게 되었어요.",4,0.9000930786132812,5,0.056895844638347626
오 어떤 가순데? 무슨 노래 부른 가수?,1,0.8659666180610657,0,0.07331109046936035
"어머, 제가 그런가요?",1,0.8965895175933838,0,0.05332335829734802
 안녕….,4,0.8635739684104919,0,0.07567235082387924
에이. 아니야. 새 옷 있는데 뭐. 와준 것만 해도 좋구나.,5,0.9225741624832153,1,0.020146124064922333
네. 그리고 저희 엄마도 싫어하세요. 아저씨 때문에 여기 살기 싫대요.,6,0.5887978672981262,2,0.1691659539937973
뭐.. 그럼 좋네요. 	 할아버지한테 딱이네요.,5,0.9246903657913208,4,0.03749827668070793
그러니까 아줌마네라는거지.,4,0.8467841744422913,6,0.056679341942071915
삼촌이 저녁에 사줄게.,4,0.8484328389167786,5,0.10764430463314056
와.. 이거 진짜 한국 교육에 문제가 있다니까. 애가 혼자서 할 수 없는 숙제를 내면 어떻게 해.,0,0.6505534052848816,6,0.12366791814565659
아니 언니 생각해 봐. 난 애도 안 낳을 거지? 어차피 못 낳지 이제.	 결혼도 안 하고싶지. 오래 살고 싶은 생각도 없어. 안 필 이유가 없잖아.,3,0.5394141674041748,5,0.17213359475135803
그러니까... 딱 봐도 맞는 애가 너무 약해보이는 애여서 마음이 아팠어.,3,0.909094512462616,0,0.025695879012346268
와… 너 진짜 나 홧병 나게 만드는구나..,0,0.534542441368103,1,0.2934572398662567
넌 왜 밥 때는 밥 안 먹고 맨날 너 먹고 싶을 때 와서 밥 달라고 그러냐?,6,0.4383951425552368,2,0.24898912012577057
" 야 아빠 봐라. 제일 잘생겼다, 그치?",5,0.9310774803161621,4,0.021684875711798668
그래 그럼. 드라마 언제 끝나는데?,4,0.7190582156181335,3,0.12819330394268036
한심한 소리하지마. 요즘은 안 그래.,6,0.6245657801628113,2,0.20149065554141998
"그래? 나 아까, 민지 언니한테 ‘실수로’	 문자를 잘못 보냈는데,",0,0.4525579512119293,4,0.3455192446708679
"할아버지가 친구들 있는데서 찡찡거리지 말라고 했어, 안했어?",2,0.5632990002632141,0,0.14981281757354736
엄마 두리안 드셔보셨어요?,4,0.9175119400024414,5,0.050393588840961456
아빠한테 소개 안 시켜주겠다고?,1,0.4391646683216095,0,0.23627489805221558
짜증나… 걔네 그 사이에 내 방에 똥이라도 쌋음 어떻게 해!,6,0.6240527033805847,2,0.20990848541259766
놀리냐?,6,0.6917946338653564,2,0.1405087113380432
 그래… 알았다.        내가 할 수 있는 일은. 없는거지?,3,0.4825614392757416,0,0.29546424746513367
속옷은 어딨어?,4,0.8574517965316772,0,0.06360699236392975
엄마는 불편해 마음이. 속이 타 들어간다 정말… 어쩌려고 이렇게 놀기만 하니?,0,0.3150034248828888,6,0.29912078380584717
나이? 아직은 아니잖아. 아직 퇴직할 나이 아니잖아.,3,0.8496077656745911,4,0.05495302379131317
당연하지. 그런 생각은 하지 말라니까.,6,0.3713637888431549,4,0.28204309940338135
어? 지금은 안 멋있어?,0,0.5437464714050293,1,0.20296230912208557
접촉 사고? 많이 다쳤어?,1,0.5811956524848938,0,0.2227572798728943
응. 나는 재밌는데?,5,0.3687051236629486,4,0.2464607208967209
"아니 근데 생각해 보니까 빡치는 게, 선배들은 우리한테 장비 사용법 제대로 가르쳐 주지도 않고 왜 우리한테 그런 비싼 장비들을 담당하게 시키지? 너무한 거 아냐?",2,0.5849114656448364,6,0.19413763284683228
아… 그렇군요. 차장님… 저를 많이 부려 먹으시죠.,3,0.8599127531051636,0,0.042478110641241074
알았어... 약속했어!,4,0.6688839197158813,0,0.10278268903493881
자동이체는 따로 또 신청을 해주셔야 돼요.,4,0.7442293763160706,0,0.1587829887866974
" 돈주고 사는 게 아니고,	 진시황도 못 찾았던 전설의 묘약이야.",5,0.9129851460456848,4,0.048599474132061005
"뭐야, 고등학생이네?",1,0.6136358976364136,0,0.3061862289905548
그럼 기록이 없겠네. 시력 검사 먼저 할까요?,4,0.9044229388237,0,0.04406699910759926
할머니 얼음물 줄까?,4,0.8777321577072144,0,0.04092055931687355
우리는 더 나이 들어도 놀러 다니자.,4,0.7863550782203674,5,0.12547779083251953
예. 누워서도 기도 드리고 있습니다. 이 시련에도 저를 이끄시려는 뜻이 있으시겠죠. 저를 성장시키시려고 이런 시련을 주셨다 생각하고 있어요.,5,0.7071171998977661,4,0.17471744120121002
빨리 가. 겁먹어서 늦게 가면 니 손해니까.,4,0.4351227581501007,3,0.2348933070898056
뭐가 되긴! 내가 가만 안둘거야.,6,0.4176846742630005,2,0.39475807547569275
그래 알지. 그냥 푸념 좀 해봤다.,4,0.9275391101837158,5,0.039311740547418594
 진짜요?? 언제요???,1,0.5762728452682495,0,0.3530026078224182
기회가 없었지. 용기도 없었고.,3,0.849368155002594,6,0.04580254107713699
상처가 되겠죠… 상처가 되겠지만… 그래도…,3,0.9048341512680054,0,0.02730327472090721
"수영아, 엄마 수요예배 다녀 올게.",4,0.787521243095398,5,0.1687643975019455
나 이거 어떻게 하는건지 좀 알려줘.,4,0.8987952470779419,0,0.03238099813461304
그냥 속이 좀 쓰려서 그래. 아무것도 아니야.,3,0.9008470773696899,0,0.027268758043646812
아 미쳤어? 아니야!,2,0.4801357388496399,0,0.20703381299972534
짜증났겠다. 그래서 어떻게 했어?,6,0.6634501814842224,0,0.09142749756574631
"아… 야, 너 그럼 그 오백 나한테 맡기고, 그냥 우리집 와서 지낼래?",4,0.8687738180160522,5,0.05607323721051216
알았어. 일단 일어나서 세수 하고 밥 먹어.,4,0.9072606563568115,6,0.028438346460461617
네. PC방.,4,0.9503044486045837,5,0.016423780471086502
그래서. 어떻게 됐어?,4,0.9368839859962463,0,0.03200523555278778
지훈아~ 지훈이 이제 초등학교 들어갔잖아. 지훈이 친구들은 학원 다녀?,4,0.5105133652687073,5,0.35555341839790344
알았어. 내가 다 마시면 되잖아.,4,0.9065952301025391,0,0.03690671920776367
